Date,Open,High,Low,Close,Adj Close,Volume
2021-06-28,266.190002,268.899994,265.910004,268.720001,262.415070,19590000
2021-06-29,268.869995,271.649994,267.980011,271.399994,265.032257,19937800
2021-06-30,270.690002,271.359985,269.600006,270.899994,264.543945,21656500
2021-07-01,269.609985,271.839996,269.600006,271.600006,265.227509,16725300
2021-07-02,272.820007,278.000000,272.500000,277.649994,271.135559,26458000
2021-07-06,278.029999,279.369995,274.299988,277.660004,271.145355,31565600
2021-07-07,279.399994,280.690002,277.149994,279.929993,273.362061,23260000
2021-07-08,276.899994,278.730011,274.869995,277.420013,270.911011,24618600
2021-07-09,275.720001,278.049988,275.320007,277.940002,271.418823,23916700
2021-07-12,279.160004,279.769989,276.579987,277.320007,270.813324,18931700
2021-07-13,277.519989,282.850006,277.390015,280.980011,274.387512,26120100
2021-07-14,282.350006,283.660004,280.549988,282.510010,275.881622,23113700
2021-07-15,282.000000,282.510010,279.829987,281.029999,274.436310,22604200
2021-07-16,282.070007,284.100006,279.459991,280.750000,274.162842,26186800
2021-07-19,278.929993,280.369995,274.450012,277.010010,270.510590,32935600
2021-07-20,278.029999,280.970001,276.260010,279.320007,272.766449,26259700
2021-07-21,278.899994,281.519989,277.290009,281.399994,274.797607,24364300
2021-07-22,283.839996,286.420013,283.420013,286.140015,279.426331,23384100
2021-07-23,287.369995,289.989990,286.500000,289.670013,282.873566,22768100
2021-07-26,289.000000,289.690002,286.640015,289.049988,282.268066,23176100
2021-07-27,289.429993,289.579987,282.950012,286.540009,279.817047,33604100
2021-07-28,288.989990,290.149994,283.829987,286.220001,279.504517,33566900
2021-07-29,286.239990,288.619995,286.079987,286.500000,279.777924,18168300
2021-07-30,285.170013,286.660004,283.910004,284.910004,278.225311,20944800
2021-08-02,286.359985,286.769989,283.739990,284.820007,278.137360,16267400
2021-08-03,285.420013,287.230011,284.000000,287.119995,280.383392,17879000
2021-08-04,286.220001,287.589996,284.649994,286.510010,279.787689,16191300
2021-08-05,286.880005,289.630005,286.100006,289.519989,282.727081,13900200
2021-08-06,288.510010,289.500000,287.619995,289.459991,282.668457,16589300
2021-08-09,289.750000,291.549988,287.809998,288.329987,281.565002,16117600
2021-08-10,288.799988,289.250000,285.200012,286.440002,279.719360,18616600
2021-08-11,287.209991,288.660004,285.859985,286.950012,280.217377,13955900
2021-08-12,286.630005,289.970001,286.339996,289.809998,283.010284,14561300
2021-08-13,289.480011,292.899994,289.299988,292.850006,285.978943,18249000
2021-08-16,293.190002,294.820007,290.019989,294.600006,287.687927,22507600
2021-08-17,292.390015,293.429993,291.079987,293.079987,286.203552,20075300
2021-08-18,292.040009,294.820007,290.269989,290.730011,284.452301,21813000
2021-08-19,288.690002,297.470001,288.640015,296.769989,290.361816,29850500
2021-08-20,299.720001,305.839996,298.059998,304.359985,297.787872,40817600
2021-08-23,303.250000,305.399994,301.850006,304.649994,298.071594,22830200
2021-08-24,305.019989,305.649994,302.000000,302.619995,296.085449,18175800
2021-08-25,304.299988,304.589996,300.420013,302.010010,295.488647,20006100
2021-08-26,300.989990,302.429993,298.950012,299.089996,292.631653,17666100
2021-08-27,298.989990,300.869995,296.829987,299.720001,293.248108,22605700
2021-08-30,301.119995,304.220001,301.059998,303.589996,297.034454,16348100
2021-08-31,304.420013,304.500000,301.500000,301.880005,295.361450,26285300
2021-09-01,302.869995,305.190002,301.489990,301.829987,295.312469,18983800
2021-09-02,302.200012,303.359985,300.179993,301.149994,294.647217,16285600
2021-09-03,300.989990,302.600006,300.260010,301.140015,294.637451,14747900
2021-09-07,301.010010,301.089996,298.200012,300.179993,293.698151,17180400
2021-09-08,299.779999,300.609985,297.470001,300.209991,293.727448,15046800
2021-09-09,300.820007,302.140015,297.000000,297.250000,290.831390,19927000
2021-09-10,298.420013,299.920013,295.380005,295.709991,289.324677,19633400
2021-09-13,297.549988,298.540009,294.079987,296.989990,290.577087,23652900
2021-09-14,299.559998,301.390015,298.100006,299.790009,293.316559,21853400
2021-09-15,303.260010,305.320007,301.820007,304.820007,298.237976,28356300
2021-09-16,303.760010,305.309998,300.760010,305.220001,298.629272,19550800
2021-09-17,304.170013,304.500000,299.529999,299.869995,293.394867,41372500
2021-09-20,296.329987,298.720001,289.519989,294.299988,287.945099,38278700
2021-09-21,295.690002,297.540009,294.070007,294.799988,288.434326,22364100
2021-09-22,296.730011,300.220001,294.510010,298.579987,292.132690,26626300
2021-09-23,298.850006,300.899994,297.529999,299.559998,293.091522,18604600
2021-09-24,298.230011,299.799988,296.929993,299.350006,292.886078,14999000
2021-09-27,296.140015,296.470001,292.940002,294.170013,287.817932,23571700
2021-09-28,289.799988,290.779999,282.750000,283.519989,277.397888,43186200
2021-09-29,285.100006,286.769989,283.010010,284.000000,277.867584,26353700
2021-09-30,285.709991,287.829987,281.619995,281.920013,275.832520,32343600
2021-10-01,282.119995,289.980011,281.290009,289.100006,282.857422,30086300
2021-10-04,287.399994,287.750000,280.250000,283.109985,276.996765,31350700
2021-10-05,284.049988,290.399994,284.049988,288.760010,282.524780,24993000
2021-10-06,285.779999,293.630005,285.510010,293.109985,286.780792,28002600
2021-10-07,295.179993,296.640015,293.920013,294.850006,288.483215,20430500
2021-10-08,296.220001,296.640015,293.760010,294.850006,288.483215,17685700
2021-10-11,292.920013,297.970001,292.750000,294.230011,287.876617,19298600
2021-10-12,295.339996,295.440002,292.350006,292.880005,286.555817,17974100
2021-10-13,294.910004,297.279999,293.489990,296.309998,289.911682,23416300
2021-10-14,299.209991,303.269989,297.829987,302.750000,296.212646,27262900
2021-10-15,302.339996,304.450012,300.519989,304.209991,297.641113,25384800
2021-10-18,303.570007,308.209991,302.690002,307.290009,300.654602,22729300
2021-10-19,308.350006,309.299988,307.220001,308.230011,301.574280,17682100
2021-10-20,309.209991,309.700012,306.109985,307.410004,300.772034,16537100
2021-10-21,307.170013,311.019989,306.359985,310.760010,304.049744,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,302.484283,17449300
2021-10-25,309.359985,309.399994,306.459991,308.130005,301.476471,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,303.413757,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,316.191742,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,317.346222,26297900
2021-10-29,324.130005,332.000000,323.899994,331.619995,324.459290,34766000
2021-11-01,331.359985,331.489990,326.369995,329.369995,322.257843,27073200
2021-11-02,330.309998,333.450012,330.000000,333.130005,325.936676,26487100
2021-11-03,333.899994,334.899994,330.649994,334.000000,326.787872,21500100
2021-11-04,332.890015,336.540009,329.510010,336.440002,329.175171,23992200
2021-11-05,338.510010,338.790009,334.420013,336.059998,328.803406,22570100
2021-11-08,337.299988,337.649994,334.440002,336.989990,329.713287,20897000
2021-11-09,337.109985,338.720001,334.529999,335.950012,328.695770,21307400
2021-11-10,334.570007,334.630005,329.920013,330.799988,323.656982,25500900
2021-11-11,331.250000,333.769989,330.510010,332.429993,325.251770,16849800
2021-11-12,333.920013,337.230011,333.790009,336.720001,329.449158,23831000
2021-11-15,337.540009,337.880005,334.029999,336.070007,328.813171,16723000
2021-11-16,335.679993,340.670013,335.510010,339.510010,332.178955,20886800
2021-11-17,338.940002,342.190002,338.000000,339.119995,332.404358,19053400
2021-11-18,338.179993,342.450012,337.119995,341.269989,334.511749,22463500
2021-11-19,342.640015,345.100006,342.200012,343.109985,336.315308,21963400
2021-11-22,344.619995,349.670013,339.549988,339.829987,333.100189,31031100
2021-11-23,337.049988,339.450012,333.559998,337.679993,330.992859,30427600
2021-11-24,336.279999,338.160004,333.910004,337.910004,331.218262,21661300
2021-11-26,334.350006,337.929993,328.119995,329.679993,323.151276,24217200
2021-11-29,334.940002,339.029999,334.739990,336.630005,329.963623,28563500
2021-11-30,335.320007,337.779999,328.989990,330.589996,324.043243,42885600
2021-12-01,335.130005,339.279999,329.390015,330.079987,323.543335,33337600
2021-12-02,330.299988,333.489990,327.799988,329.489990,322.965027,30766000
2021-12-03,331.989990,332.700012,318.029999,323.010010,316.613373,41779300
2021-12-06,323.950012,327.450012,319.230011,326.190002,319.730469,30032600
2021-12-07,331.640015,335.799988,330.100006,334.920013,328.287506,31021900
2021-12-08,335.309998,335.500000,330.799988,334.970001,328.336517,24761000
2021-12-09,334.410004,336.489990,332.119995,333.100006,326.503571,22214200
2021-12-10,334.980011,343.000000,334.790009,342.540009,335.756653,38095700
2021-12-13,340.679993,343.790009,339.079987,339.399994,332.678772,28899400
2021-12-14,333.220001,334.640015,324.109985,328.339996,321.837830,44438700
2021-12-15,328.609985,335.190002,324.500000,334.649994,328.022827,35381100
2021-12-16,335.709991,336.760010,323.019989,324.899994,318.465942,35034800
2021-12-17,320.880005,324.920013,317.250000,323.799988,317.387726,47750300
2021-12-20,320.049988,322.799988,317.570007,319.910004,313.574768,28326500
2021-12-21,323.290009,327.730011,319.799988,327.290009,320.808655,24740600
2021-12-22,328.299988,333.609985,325.750000,333.200012,326.601563,24831500
2021-12-23,332.750000,336.390015,332.730011,334.690002,328.062103,19617800
2021-12-27,335.459991,342.480011,335.429993,342.450012,335.668427,19947000
2021-12-28,343.149994,343.809998,340.320007,341.250000,334.492126,15661500
2021-12-29,341.299988,344.299988,339.679993,341.950012,335.178314,15042000
2021-12-30,341.910004,343.130005,338.820007,339.320007,332.600403,15994500
2021-12-31,338.510010,339.359985,335.850006,336.320007,329.659790,18000800
